symbol,fiscal_year,company_name,predictive_value_score,confirmatory_value_score,faithful_representation_score,completeness_score,understandability_score,comparability_score,timeliness_score,conservatism_score,FIUI_primary_8,FIUI_equal_8,FIUI_PCA_8,FIUI_original_9
آبادا,1400,تولید نیروی برق آبادان,0.9999995303139269,2.3067580380836437e-16,0.8196910328911097,0.8181818181818182,0.0600035984166947,0.7090437674999137,0.9427890345649584,0.5686958662863362,41.72686495419339,61.480058101934475,60.429087599437345,43.625742661461416
آبادا,1401,تولید نیروی برق آبادان,0.8826104529535383,9.377169705863303e-10,0.9882135825858848,0.8518518518518519,0.7796610169491517,0.5263848898584924,0.8680851063829788,0.6389162741168487,48.944938355836484,69.19653969545581,69.45423204358194,51.30685528221974
آلومینا,1398,آلومینای ایران,0.9999996029664768,0.0189897794393701,0.9946382117458632,0.8571428571428571,0.4448865897333848,0.9683801565939821,0.0,0.8348725990507407,48.897320215955176,63.98637245840844,64.25376057173492,51.27871442465207
آلومینا,1399,آلومینای ایران,0.3643920139838176,0.1379787850793966,0.7854098360264434,0.8333333333333334,0.4358600583090337,0.8072172225435126,0.0058275058275057,0.6613249436295173,39.892743862471434,50.391796234157006,50.93305760377811,41.769109567116466
آلومینا,1400,آلومینای ایران,0.9999998625448012,2.3067580380836437e-16,0.697803546909533,0.8181818181818182,0.0600035984166947,0.7090437674999137,0.433849821215733,0.4900925012661054,37.87616096017471,52.61218645043249,51.91488442819456,39.35567528463167
آلومینا,1401,آلومینای ایران,0.8826104529535383,3.536130736370278e-09,0.9376268034508536,0.8888888888888888,0.7507846829880711,0.7867145396987795,0.6340425531914894,0.6868633749674695,49.65950515297646,69.59414124594026,69.7223283070354,51.66025048312729
آپ,1392,آسان پرداخت پرشین,0.651185886718485,0.0868254272360079,1.0,0.7777777777777778,0.7713529856387006,0.9252738376407008,0.0,0.6926854157910984,47.84184745779328,61.313766635034625,61.97266426810375,50.35981359018443
آپ,1393,آسان پرداخت پرشین,0.707548045216801,0.4046052432191417,1.0,0.75,0.8782521201667389,0.9252738376407008,0.4768472906403941,0.3433003559912075,60.00207850304102,68.5728361609373,68.41633963120395,62.07625499396631
آپ,1394,آسان پرداخت پرشین,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.8286004056795132,0.1644427147373745,34.625438320712796,57.68438622562604,57.456554222646794,37.9019746263407
آپ,1395,آسان پرداخت پرشین,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.9654178674351584,1.0,74.1487731831045,89.28653268890511,89.33639738942128,75.23962492860782
آپ,1396,آسان پرداخت پرشین,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.9746376811594204,1.0,63.132738376693744,85.30415838936948,85.29925364809431,64.67599030116617
آپ,1398,آسان پرداخت پرشین,0.9999999689206724,0.0189897794393701,0.9828405519146768,0.7857142857142857,0.4975755699989719,0.9683801565939821,0.8527054108216433,0.8282347197767642,52.23561998859355,74.18050553975458,73.62981619649476,54.31346947974791
آپ,1399,آسان پرداخت پرشین,0.9999997944636492,0.1379787850793966,0.8892549036071511,0.75,0.504157218442935,0.8072172225435126,0.9044289044289044,0.8729186045934546,55.61038594237788,73.32444291448755,72.9472527100117,57.06695003338612
آپ,1400,آسان پرداخت پرشین,0.9999999423250856,8.322794419858075e-09,0.995694112505033,0.7272727272727273,0.1738035264483709,0.7090437674999137,0.902264600715137,0.687751206892019,44.686429047786596,64.94787364976351,64.21227352941328,47.3625962177541
آپ,1401,آسان پرداخت پرشین,0.8826104529535383,1.4594486272574945e-06,0.8255473679267529,0.8888888888888888,0.794099183929693,0.7867145396987795,0.8340425531914893,0.7593268349037271,50.89144501103052,72.1403910117687,72.15506858571723,52.16572441504699
اتکام,1392,بیمه اتکایی امین,1.0,0.0868254272360079,0.6941235905914995,0.1111111111111111,0.0,0.9252738376407008,0.2230854605993341,0.5237029448323183,35.559225821375904,44.55152965013715,43.3508046023865,37.18268429341676
اتکام,1393,بیمه اتکایی امین,0.8990433543360236,0.4046052432191417,0.6787042852889784,0.0,0.0,0.9252738376407008,0.6758620689655173,0.1300918076615776,42.96597019728648,46.419757463899245,44.30714915263728,44.35537937164913
اتکام,1394,بیمه اتکایی امین,1.0,1.6439380567811723e-09,0.876185791990021,0.2727272727272727,0.3699870633893931,0.9252738376407008,0.9107505070993916,0.2678965782591346,39.07865983984237,57.785263159373145,56.179515378754516,41.43497471687388
اتکام,1395,بیمه اتکایی امین,0.5847017362104173,0.4064046745807681,0.0,0.3333333333333333,0.0,1.0,0.9173871277617676,0.0,36.26649619598569,40.52283589857858,37.991041091017486,34.25550081145978
اتکام,1396,بیمه اتکایی امین,0.9325210092122774,0.1340920353324397,0.0,0.3333333333333333,0.0,1.0,0.9284420289855072,0.0,30.718468280818534,41.60485508579447,38.8907083404171,28.837018134764854
اتکام,1397,بیمه اتکایی امین,0.9999999068435476,2.685766663480101e-09,0.0,0.5,0.0,0.9999990543268971,0.9429241594996092,0.0,27.926404745418992,43.036539041947755,40.36713825396107,26.112934315445553
اتکام,1400,بیمه اتکایی امین,0.9999998554744473,0.4213267097866291,0.6491408398402847,0.2727272727272727,0.5424776734600427,0.7090437674999137,0.9058402860548272,0.4587106699334382,56.19687265255384,61.990838434710696,60.96417469873312,56.56727925009003
اتکام,1401,بیمه اتکایی امین,0.8826104529535383,0.798837741278786,0.539311154699121,0.7037037037037037,0.8859784283513092,0.7867145396987795,0.8574468085106383,0.3486844135944377,74.62286838467142,72.54109053487893,71.88607411855227,73.55569145033678
اردستان,1398,سیمان اردستان,0.5462297294759592,0.0189897794393701,0.9465108485228132,0.7857142857142857,0.4975755699989719,0.9683801565939821,0.4288577154308617,0.8077940401313743,43.65041744027447,62.50065156634523,62.576929478690936,46.04464946083418
اردستان,1399,سیمان اردستان,0.9999996385064227,0.1379787850793966,0.7572052768495902,0.75,0.504157218442935,0.8072172225435126,0.7657342657342657,0.9588017944924366,54.96750994371278,71.01367752060699,70.81238252546076,55.712187311500074
اردستان,1401,سیمان اردستان,0.8826104529535383,1.4594486272574945e-06,0.6865289451852998,0.8518518518518519,0.7796610169491517,0.7867145396987795,0.8936170212765957,0.4438661069435772,46.238456057676466,66.56064242884277,66.07408850289053,47.06666833229169
اسیاتک,1394,انتقال داده های آسیاتک,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.4401622718052738,0.1644427147373745,33.03252290372462,52.828909552198056,52.976287761485516,36.41914192180179
اسیاتک,1395,انتقال داده های آسیاتک,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.8155619596541787,1.0,73.53424086762291,87.41333384164287,87.60795123779968,74.66756152481764
اسیاتک,1396,انتقال داده های آسیاتک,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.8523550724637681,1.0,62.63127923652627,83.77562578067382,83.88883942058746,64.20918584620256
اسیاتک,1398,انتقال داده های آسیاتک,1.0,0.0189897794393701,0.9171925994665692,0.6428571428571429,0.5286908077994413,0.9683801565939821,0.4488977955911823,0.7912983112712082,48.86965655701575,66.45383241273619,66.18422731111046,50.796684079458856
اسیاتک,1399,انتقال داده های آسیاتک,0.9999996835800312,0.1379787850793966,0.8145299242821089,0.5833333333333334,0.5444897959183628,0.8072172225435126,0.7074592074592074,0.9215186631256356,53.85085745674238,68.95658269151986,68.75002195960496,54.98497267980339
اسیاتک,1400,انتقال داده های آسیاتک,0.9999996710810644,8.322794419858075e-09,0.8901263536198067,0.7272727272727273,0.1738035264483709,0.7090437674999137,0.8915375446960667,0.7558302309132165,44.57695063045051,64.3451728731745,63.65280096529187,46.65609058078305
اسیاتک,1401,انتقال داده های آسیاتک,0.8826104529535383,1.4594486272574945e-06,0.9074744658699267,0.8888888888888888,0.794099183929693,0.7867145396987795,0.8340425531914893,0.706357965532303,50.940812042289686,72.50236886891558,72.49138873605726,52.680892109379826
افق,1396,فروشگاههای زنجیره ای افق کوروش,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.7690217391304348,1.0,62.2895441187825,82.73395911400716,82.92766824332352,63.891067254671796
افق,1398,فروشگاههای زنجیره ای افق کوروش,0.9999995733400544,0.4601118536946276,0.8411818116729572,0.7857142857142857,0.4975755699989719,0.9683801565939821,0.8637274549098196,0.927247680995338,69.22491481121878,79.29922983650046,78.75163108329217,69.817871707739
افق,1399,فروشگاههای زنجیره ای افق کوروش,0.9999998799755032,4.678211298868099e-10,0.9024714111395424,0.75,0.504157218442935,0.8928277793864026,0.9102564102564102,0.7374601189584893,49.490566837366764,71.2146602328388,70.57370738057517,51.29122405266234
افق,1400,فروشگاههای زنجیره ای افق کوروش,0.999999714646037,0.8160151904826014,0.8172886437671605,0.7272727272727273,0.1738035264483709,0.8512511735975408,0.9129916567342072,0.8028021497175029,76.82620400410029,76.26780978332684,75.29909259220216,77.17329619693317
افق,1401,فروشگاههای زنجیره ای افق کوروش,0.8826104529535383,8.706465321623196e-10,0.5706340897313624,0.8518518518518519,0.7796610169491517,0.7485505422987043,0.8574468085106383,0.9241376053662508,50.14405883001536,70.18615460665181,70.27969660300755,50.00971423736793
البرز,1393,بیمه البرز,0.9901173482627728,0.4046052432191417,0.943233118552804,0.0,0.0,0.9252738376407008,0.9596059113300492,0.3056304343819429,49.28543723822016,56.605823667342634,54.47279031477117,51.73992150408836
البرز,1394,بیمه البرز,0.954491271166158,1.6439380567811723e-09,0.9398033539662884,0.2727272727272727,0.0,0.9252738376407008,0.9137931034482758,0.1141449685955312,33.1892557426391,51.50292261485207,49.393127685709935,36.31381360393053
البرز,1395,بیمه البرز,0.9868069992851384,0.4064046745807681,0.0908185299838505,0.3333333333333333,0.0,1.0,0.9327569644572526,0.2018050977393465,44.81175282891661,49.39906999224612,46.88921055383073,42.77363105796247
البرز,1396,بیمه البرز,0.8826104165086891,0.1340920353324397,0.0272323050871443,0.3333333333333333,0.0,1.0,0.9501811594202898,0.4207422392337051,34.832039337971054,46.852393611445024,44.62723681000298,32.779235993746916
البرز,1400,بیمه البرز,0.9999999886643026,8.322794419858075e-09,0.8630758338096215,0.2727272727272727,0.5424776734600427,0.7090437674999137,0.9249106078665076,0.7732746950885492,45.07775863839005,63.56887309298755,63.000669058819966,46.92697443473299
البرز,1401,بیمه البرز,0.8826104529535383,1.4594486272574945e-06,0.9560570330439276,0.7037037037037037,0.8859784283513092,0.7867145396987795,0.8531914893617021,0.6181258871156504,49.94829262729003,71.07978742096547,70.97178755647953,52.02252841390711
امید,1392,تامین سرمایه امید,0.651185886718485,0.0868254272360079,1.0,0.7777777777777778,0.7713529856387006,0.9252738376407008,0.0,0.6926854157910984,47.84184745779328,61.313766635034625,61.97266426810375,50.35981359018443
امید,1393,تامین سرمایه امید,0.707548045216801,0.4046052432191417,1.0,0.75,0.8782521201667389,0.9252738376407008,0.1064039408866994,0.3433003559912075,58.48295648209534,63.94229428901612,64.14362598409572,60.66211599397933
امید,1394,تامین سرمایه امید,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.4330628803245436,0.1644427147373745,33.00340956712171,52.74016715868892,52.894402995876824,36.39204054077889
امید,1395,تامین سرمایه امید,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.8078770413064361,1.0,73.50272638990592,87.3172723622961,87.51931297361396,74.63822494000789
امید,1396,تامین سرمایه امید,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.960144927536232,1.0,63.073306182303526,85.12299896907962,85.13209344335276,64.62066532872603
امید,1397,تامین سرمایه امید,0.9999999598432256,2.685766663480101e-09,1.0,1.0,1.0,0.9999977950118552,0.9796716184519156,1.0,61.492499321606296,87.24586719990954,87.3537699167982,63.01769823275855
امید,1398,تامین سرمایه امید,0.9999997142233236,0.4944941941249438,0.9152528514196822,0.7142857142857143,1.0,0.7801815032799214,0.9569138276553106,0.80950949167398,74.0734406203641,83.38296620828596,83.39468069449008,74.81715270959825
امید,1399,تامین سرمایه امید,0.6232156479801747,0.9705808101016676,0.6740851215708241,0.75,0.504157218442935,0.6729327656299938,0.9533799533799534,0.5889209404770096,77.0503377782016,71.71590571978197,71.21873015245146,76.72495340564649
امید,1400,تامین سرمایه امید,0.9999999753273252,9.227032152334577e-16,0.2541928249641266,0.7272727272727273,0.1738035264483709,0.5110865589121868,0.9761620977353992,0.2040147696338905,33.015037092952205,48.08165600367534,46.71645032930593,32.3465097655764
امید,1401,تامین سرمایه امید,0.8826104529535383,4.295944673329665e-09,0.6639933273464151,0.8888888888888888,0.794099183929693,0.6140091188738821,0.8425531914893617,0.4292960046516569,45.12916758223861,63.94312715536725,63.764584002425,45.92720645454942
امین,1399,تامین سرمایه امین,0.9999995290989598,0.1500898158207329,0.752176407401714,0.75,0.504157218442935,0.8072172225435126,0.9452214452214452,0.6397103966470248,52.70467356696661,69.35715043970406,68.62234277406256,53.616481939581526
امین,1400,تامین سرمایه امین,0.9999999557073465,0.0650443993142025,0.2566596311025886,0.7272727272727273,0.1738035264483709,0.7090437674999137,0.9129916567342072,0.2056055749718969,36.476667632595515,50.630265488140665,49.035989769724615,35.63830742924231
امین,1401,تامین سرمایه امین,0.8826104529535383,0.6490351825826979,0.6220726175847566,0.8518518518518519,0.8246414602346803,0.7895470892437785,0.8574468085106383,0.4021927304594861,70.6095472113953,73.49247741776786,72.95269722513792,70.12865422724343
انرژی,1394,بورس انرژی ایران,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.9634888438133874,0.1644427147373745,35.178591716168214,59.37049170229947,59.012364769211935,38.41690086577589
انرژی,1395,بورس انرژی ایران,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.9500480307396734,1.0,74.08574422767049,89.09440973021155,89.15912086104983,75.18095175898833
انرژی,1396,بورس انرژی ایران,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.960144927536232,1.0,63.073306182303526,85.12299896907962,85.13209344335276,64.62066532872603
انرژی,1397,بورس انرژی ایران,0.9999998826212564,2.685766663480101e-09,1.0,1.0,0.7732078302980719,0.9999990543268971,1.0,1.0,59.06651461168496,84.6650846241499,84.51993600201031,60.756385703110695
انرژی,1398,بورس انرژی ایران,0.9999998829248145,0.0189897794393701,1.0,0.7857142857142857,0.4975755699989719,0.9683801565939821,0.943887775551102,0.8378893755668346,52.842675373208806,75.655460322367,75.0345341154883,54.975187713472906
انرژی,1399,بورس انرژی ایران,0.9999999039547584,0.1379787850793966,0.7891402759592281,0.75,0.504157218442935,0.8072172225435126,0.9627039627039627,0.6637511684437857,52.84804447465427,70.18685671409473,69.4782898411826,53.94405006770455
انرژی,1400,بورس انرژی ایران,0.9999999949470996,8.322794419858075e-09,0.7047513399755896,0.7272727272727273,0.1738035264483709,0.7090437674999137,0.9261025029797378,0.494573026153942,40.51478164610464,59.194336170002195,58.10023880122422,41.84346821489116
انرژی,1401,بورس انرژی ایران,0.8826104529535383,1.4594486272574945e-06,0.531935385259274,0.8888888888888888,0.794099183929693,0.7867145396987795,0.8531914893617021,0.3439157085166137,44.294168742580744,63.51696385071397,62.927939770295474,44.391232178702836
اپال,1399,فرآوری معدنی اپال کانی پارس,0.9999988430441196,0.0359807916838409,0.8019277533811288,0.4166666666666667,1.0,0.8072172225435126,0.9172494172494172,0.6964161753518401,51.96372463618899,70.94321087400657,70.66993102244304,53.048279885779834
اپال,1400,فرآوری معدنی اپال کانی پارس,0.9999996314399116,0.2121575352168508,0.8747548846697097,0.3636363636363636,1.0,0.7090437674999137,0.9392133492252682,0.6423091275654844,57.77220573909659,71.76393324066878,71.53862228484189,59.07696951466798
اپال,1401,فرآوری معدنی اپال کانی پارس,0.8826104529535383,0.5649675384636016,0.8047150431164671,0.7407407407407407,1.0,0.1147723427139778,0.8702127659574468,0.5702492361389175,67.60867371616808,69.35335150105861,70.17427312303388,68.31665620375038
بالبر,1392,کابل  البرز,0.9129825654850472,0.0868254272360079,0.6826135118659629,1.0,0.910274454609426,0.9252738376407008,0.9034406215316316,0.5173441623824637,54.28012175278831,74.2344322593905,73.80312052781176,54.63156983972425
بالبر,1393,کابل  البرز,0.707548045216801,0.1879594701401062,0.8039300012652715,1.0,0.9522237587545144,0.9252738376407008,0.9241379310344828,0.4734104006857744,56.282301592982144,74.68104305922063,74.38018678654096,57.2700984366572
بالبر,1394,کابل  البرز,0.0,0.0240609652279904,0.9569264012752104,1.0,0.9522237587545144,0.9252738376407008,0.9503042596348884,0.2004331739543515,38.408373088998104,62.615279956095705,62.45907694610538,41.222538937291546
بالبر,1395,کابل  البرز,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,0.9910591656746516,0.9231508165225744,1.0,73.9218901917148,88.64643412343096,88.75009532195658,75.02925093035702
بالبر,1396,کابل  البرز,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,0.9906007603023536,0.9429347826086956,1.0,62.946431353860966,84.79038166126485,84.82973394251034,64.50343069590241
بالبر,1399,کابل  البرز,0.0,0.1379787850793966,0.9709007136215804,0.8333333333333334,0.4358600583090337,0.8072172225435126,0.9125874125874126,0.8198173366981713,41.61048688299738,61.47118577715551,61.595009443912275,44.35009036209842
بالبر,1400,کابل  البرز,0.9999995232389592,0.0,0.9124041863907496,0.8181818181818182,0.0600035984166947,0.7090437674999137,0.9094159713945172,0.6284851530045017,42.93151237139937,62.96917522658943,62.05536401403238,45.26854436796836
بالبر,1401,کابل  البرز,0.8826104529535383,4.961152812771013e-10,0.9999999235828876,0.925925925925926,0.7657384987893442,0.7867145396987795,0.8531914893617021,0.6465365752420068,51.062592520640806,73.25896757562876,73.19018412209132,53.327479631623845
بترانس,1392,ایران  ترانسفو,0.651185886718485,0.0868254272360079,0.9898467501365196,1.0,0.910274454609426,0.9252738376407008,0.902330743618202,0.6982946134847378,54.87102362444336,77.050396418051,77.09593535999389,56.86909125876868
بترانس,1393,ایران  ترانسفو,0.707548045216801,0.4046052432191417,0.9989408965945032,1.0,0.9522237587545144,0.9252738376407008,0.9399014778325124,0.3440031661728498,64.75316876746,78.4062053178878,78.00620674652414,66.5187968830312
بترانس,1394,ایران  ترانسفو,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.9148073022312372,0.1644427147373745,34.97895740803393,58.76197243252259,58.45086923360947,38.23106282447597
بترانس,1395,ایران  ترانسفو,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.9317963496637848,1.0,74.01089734309261,88.86626371676294,88.94860498360873,75.11127737006515
بترانس,1396,ایران  ترانسفو,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.9556159420289856,1.0,63.05473362155658,85.06638665023904,85.07985587937102,64.6033762748385
بترانس,1398,ایران  ترانسفو,0.9999998181504168,0.0189897794393701,0.6660587213472959,0.7857142857142857,0.4975755699989719,0.9683801565939821,0.9238476953907816,0.6499994106066317,48.223455889637805,68.8820679655217,67.93330771158962,48.79495903515761
بترانس,1399,ایران  ترانسفو,0.9999998688232064,0.1379787850793966,0.8366423521209124,0.75,0.504157218442935,0.8072172225435126,0.93006993006993,0.6946458398469841,53.40435047582454,70.75889021158596,70.13589613905134,54.72903458955193
بترانس,1400,ایران  ترانسفو,0.9999999760821208,8.322794419858075e-09,0.680890622939011,0.7272727272727273,0.1738035264483709,0.7090437674999137,0.9249106078665076,0.4791856167265778,40.16464317182463,58.68883566447529,57.56888663524216,41.38333795113605
بترانس,1401,ایران  ترانسفو,0.8826104529535383,1.4594486272574945e-06,0.6163213953930087,0.8518518518518519,0.7796610169491517,0.7867145396987795,0.8808510638297873,0.39847435467603,45.168998042606425,64.95607668500969,64.4022709118012,45.67629077800507
برکت,1394,گروه دارویی برکت,0.0,1.6439380567811723e-09,1.0,0.5454545454545454,0.8324708926261305,0.9252738376407008,0.7423935091277891,0.1644427147373745,31.546277134287404,52.62544376538097,52.29489231763008,35.00786007140381
برکت,1395,گروه دارویی برکت,0.8745812366634849,0.4064046745807681,1.0,0.6666666666666666,0.849785407725319,1.0,0.9289145052833814,1.0,70.76976980469797,84.07940613649525,83.9466998416481,72.06034480673821
برکت,1396,گروه دارویی برکت,0.8826104529535382,0.1340920353324397,1.0,0.6666666666666666,0.7895705521472393,1.0,0.9347826086956522,1.0,59.77663027312675,80.0965289474442,79.91569894039125,61.518066754353086
برکت,1397,گروه دارویی برکت,0.9999998826212564,2.685766663480101e-09,1.0,0.8,0.7142418661755675,0.9999990543268971,0.9468334636434714,1.0,56.5687210050345,80.763428368162,80.5071081833299,58.41052710908956
بسویچ,1392,پارس سویچ,0.651185886718485,0.0868254272360079,0.9077035767244828,1.0,0.910274454609426,0.9252738376407008,0.9345172031076582,0.641695940349319,53.7755187852686,75.718454079826,75.63588526500044,55.38762365200752
بسویچ,1393,پارس سویچ,0.707548045216801,0.4046052432191417,0.7129894995994674,1.0,0.9522237587545144,0.9252738376407008,0.9310344827586208,0.5337575869592465,64.59686107970504,77.09290567685616,76.79648141177077,64.73520218238717
بسویچ,1394,پارس سویچ,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.9594320486815416,0.1644427147373745,35.16195552382369,59.319781763151404,58.965573474578406,38.40141436233422
بسویچ,1395,پارس سویچ,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.9327569644572526,1.0,74.01483665280723,88.8782714016813,88.95968476663195,75.11494444316638
بسویچ,1396,پارس سویچ,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.9239130434782608,1.0,62.924725696327975,84.67010041835499,84.71419293149887,64.4823528976257
بسویچ,1398,پارس سویچ,0.9999998945881704,0.0189897794393701,0.67096899255687,0.8571428571428571,0.4448865897333848,0.9683801565939821,0.9188376753507014,0.6527621438908613,48.26783535833428,69.14960111620248,68.1929295328548,48.87033517198528
بسویچ,1399,پارس سویچ,0.9999995341480916,0.1379787850793966,0.6769303261271964,0.8333333333333334,0.4358600583090337,0.8072172225435126,0.9055944055944056,0.5907714208548528,50.90598213921439,67.34606357487279,66.53712619424891,51.512593175252356
بسویچ,1400,پارس سویچ,0.999999933167252,8.322794419858075e-09,0.9999989647822826,0.8181818181818182,0.0600035984166947,0.7090437674999137,0.8605482717520858,0.6849736783385675,43.998565349936925,64.15937550576761,63.39189790491504,46.75447558187345
بسویچ,1401,پارس سویچ,0.8826104529535383,1.4594486272574945e-06,0.7391203608942369,0.8888888888888888,0.7507846829880711,0.7867145396987795,0.7914893617021277,0.4778683833415179,46.56340292168143,66.46847662394735,66.1293268499968,47.668224759723884
بشهاب,1392,لامپ   پارس  شهاب,0.651185886718485,0.0868254272360079,0.7952411283584427,1.0,0.910274454609426,0.9252738376407008,0.9145394006659268,0.5795656752147254,52.17794661527917,73.28632263054644,73.10740864942926,53.267152426043296
بشهاب,1393,لامپ   پارس  شهاب,0.707548045216801,2.2992504967916606e-10,0.8990224031989952,1.0,0.9522237587545144,0.9252738376407008,0.9408866995073892,0.4103080558826321,49.168694974350444,72.94078500538697,72.60874517887932,50.979323537028165
بشهاب,1394,لامپ   پارس  شهاب,0.0,1.6439380567811723e-09,1.0,0.8181818181818182,0.8782521201667389,0.9252738376407008,0.9350912778904664,0.1644427147373745,35.06213836975655,59.01552212826295,58.68482570677717,38.30849534168427
بشهاب,1395,لامپ   پارس  شهاب,0.8745812366634849,0.4064046745807681,1.0,1.0,0.8965188364329985,1.0,0.9289145052833814,1.0,73.99907941394872,88.83024066200791,88.91536563453909,75.10027615076152
بشهاب,1396,لامپ   پارس  شهاب,0.8826104529535382,0.1340920353324397,1.0,1.0,0.8329925017041601,1.0,0.9384057971014492,1.0,62.984157890718194,84.85125983864484,84.88135313624042,64.53767787006583
بشهاب,1397,لامپ   پارس  شهاب,0.9999999875538008,2.685766663480101e-09,1.0,1.0,1.0,0.9999994656498524,0.9515246286161064,1.0,61.37708393767376,86.89405105631907,87.02913980299476,62.910258789350394
بشهاب,1398,لامپ   پارس  شهاب,0.999998939309468,1.9118689294172468e-10,0.9513732705636126,0.7857142857142857,0.4975755699989719,0.9773364014647842,0.9258517034068136,0.8105298513810452,51.43202049484672,74.3547502753771,73.68937521639373,53.365827620003145
بشهاب,1399,لامپ   پارس  شهاب,1.0,0.6385717896387177,0.7171772531999862,0.75,0.504157218442935,0.6055210538780813,0.9289044289044288,0.6169474469862176,69.69066482280999,72.01598988812958,71.50656790203782,69.80541058385494
بشهاب,1400,لامپ   پارس  شهاب,0.9999997294737306,0.0760600221084445,0.690457689113622,0.7272727272727273,0.1738035264483709,0.619118013572024,0.9189511323003576,0.4853552705564165,42.66253735940514,58.63772638557116,57.65808634034111,43.857158036642915
