symbol,fiscal_year,company_name,announcement_id,predictive_value_score,confirmatory_value_score,faithful_representation_score,neutrality_score,completeness_score,understandability_score,comparability_score,timeliness_score,conservatism_score
البرز,1400,بیمه البرز,ec1f9876762fa77f1f35d0a1,0.9999999886643026,,0.8630758338096215,0.8630758338096215,0.2727272727272727,0.5424776734600514,,0.9249106078665077,0.7732746950885492
البرز,1401,بیمه البرز,9be4e86f576a68d9df22b948,,,0.9560570330439276,0.9560570330439276,0.7037037037037037,0.8859784283513115,,0.8531914893617021,0.6181258871156504
امید,1392,تامین سرمایه امید,47e2662f7f5a1df04c5af91e,,,1.0,1.0,0.7777777777777778,0.7713529856386949,,0.0,0.6926854157910984
امید,1393,تامین سرمایه امید,43925d1f62841275af45c937,,,1.0,1.0,0.75,0.878252120166735,,0.10640394088669947,0.3433003559912075
امید,1394,تامین سرمایه امید,ea2aca0a00159040c6ae9c2e,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.43306288032454365,0.1644427147373745
امید,1395,تامین سرمایه امید,bfee1992625152e91f676511,,,1.0,1.0,1.0,0.896518836432998,,0.8078770413064361,1.0
امید,1396,تامین سرمایه امید,e6a6cc4c8da9d9f47c5df74b,,,1.0,1.0,1.0,0.8329925017041594,,0.9601449275362319,1.0
امید,1397,تامین سرمایه امید,cfb9b19a1c44e64c9b1652f0,0.9999999598432255,,,,1.0,1.0,0.9999977950118553,0.9796716184519155,
امید,1398,تامین سرمایه امید,7f25c9c637e61a638cfc1beb,0.9999997142233236,0.49449419412494383,,,0.7142857142857143,1.0,0.7801815032799215,0.9569138276553106,
امید,1399,تامین سرمایه امید,d46dd5532f976f373b2efee1,0.6232156479801747,0.9705808101016676,0.6740851215708241,0.6740851215708241,0.75,0.504157218442935,0.6729327656299937,0.9533799533799534,0.5889209404770096
امید,1400,تامین سرمایه امید,bda4bee7eee9d79ceca5d3a0,0.9999999753273252,9.227032152334575e-16,0.25419282496412665,0.25419282496412665,0.7272727272727273,0.17380352644837097,0.5110865589121865,0.9761620977353993,0.20401476963389056
امید,1401,تامین سرمایه امید,895968b3e3030258f0ef42c2,,4.295944673329665e-09,0.6639933273464151,0.6639933273464151,0.8888888888888888,0.794099183929693,0.6140091188738819,0.8425531914893617,0.4292960046516569
امین,1396,تامین سرمایه امین,ae532c6c22c5ee98c54f6129,0.9614859777333638,,,,0.8888888888888888,1.0,,0.08333333333333337,
امین,1397,تامین سرمایه امین,662cf977627d86700afec0ea,0.9999999679220873,,,,1.0,1.0,,0.49804534792806876,
امین,1398,تامین سرمایه امین,af42785e68517834545ae5a7,0.9999998634848585,,,,0.7142857142857143,1.0,,0.7144288577154309,
امین,1399,تامین سرمایه امین,6c1604b0ae83b4ac8b69ac16,0.9999995290989598,0.15008981582073294,0.752176407401714,0.752176407401714,0.75,0.504157218442935,,0.9452214452214452,0.6397103966470248
امین,1400,تامین سرمایه امین,6b97cc7888670acb23769634,0.9999999557073465,0.06504439931420249,0.2566596311025886,0.2566596311025886,0.7272727272727273,0.17380352644837097,,0.9129916567342073,0.20560557497189696
امین,1401,تامین سرمایه امین,87c24bc75fb705991b6e62b9,,0.6490351825826979,0.6220726175847566,0.6220726175847566,0.8518518518518519,0.8246414602346824,0.7895470892437785,0.8574468085106383,0.4021927304594861
انرژی,1392,بورس انرژی ایران,59836a8eb6645e32fade7269,0.2977755225978751,,,,0.5555555555555556,0.8224489795918273,,0.97669256381798,
انرژی,1393,بورس انرژی ایران,97374fa3cb740d70f282919c,0.707548045216801,,,,0.625,0.9184993531694685,,0.9605911330049262,
انرژی,1394,بورس انرژی ایران,dd1a11efef618f1e97235dfd,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9634888438133874,0.1644427147373745
انرژی,1395,بورس انرژی ایران,aabd96469c7e759a094b5516,,,1.0,1.0,1.0,0.896518836432998,,0.9500480307396734,1.0
انرژی,1396,بورس انرژی ایران,d84cc21dfaae55fe322ac4c3,,,1.0,1.0,1.0,0.8329925017041594,,0.9601449275362319,1.0
انرژی,1397,بورس انرژی ایران,d78dfe6f917a03fe901bb189,,,1.0,1.0,1.0,0.7732078302980719,,1.0,1.0
انرژی,1398,بورس انرژی ایران,39cf22b9931e581338356289,0.9999998829248145,,1.0,1.0,0.7857142857142857,0.4975755699989719,,0.9438877755511021,0.8378893755668346
انرژی,1399,بورس انرژی ایران,028440820de8d54705a59e32,0.9999999039547584,,0.7891402759592281,0.7891402759592281,0.75,0.504157218442935,,0.9627039627039627,0.6637511684437857
انرژی,1400,بورس انرژی ایران,44b16e89918c3fb50f8b16f4,0.9999999949470996,,0.7047513399755896,0.7047513399755896,0.7272727272727273,0.17380352644837097,,0.9261025029797378,0.494573026153942
انرژی,1401,بورس انرژی ایران,5ed251a913eeded14dc260d4,,,0.531935385259274,0.531935385259274,0.8888888888888888,0.794099183929693,,0.8531914893617021,0.34391570851661374
اپال,1396,فرآوری معدنی اپال کانی پارس,bc4e5ab1ff7448fa20ce535d,0.0,,,,0.8888888888888888,1.0,,0.09329710144927539,
اپال,1397,فرآوری معدنی اپال کانی پارس,cb08ec5256e01ec9b22fcec8,0.6776683530823315,,,,1.0,1.0,,0.506645817044566,
اپال,1398,فرآوری معدنی اپال کانی پارس,b8b4163da43671db0f5048a0,0.9999999468078653,,,,0.7142857142857143,1.0,,0.7254509018036073,
اپال,1399,فرآوری معدنی اپال کانی پارس,ae2c9bd7f0e902024c939d86,0.9999988430441195,0.03598079168384093,,,0.4166666666666667,1.0,,0.9172494172494172,
اپال,1400,فرآوری معدنی اپال کانی پارس,3a624027592044238569ab9c,0.9999996314399116,0.2121575352168508,,,0.36363636363636365,1.0,,0.9392133492252682,
اپال,1401,فرآوری معدنی اپال کانی پارس,3e6dc90e64e37737f3554e11,,0.5649675384636016,,,0.7407407407407407,1.0,0.11477234271397763,0.8702127659574468,
بالبر,1392,کابل  البرز,584063c190b958e892d9494e,0.9129825654850473,,0.6826135118659629,0.6826135118659629,1.0,0.9102744546094192,,0.9034406215316315,0.5173441623824637
بالبر,1393,کابل  البرز,f9cad35d7fb4d18722e24799,0.707548045216801,0.18795947014010633,0.8039300012652715,0.8039300012652715,1.0,0.9522237587545106,,0.9241379310344827,0.47341040068577445
بالبر,1394,کابل  البرز,42aca0d59112b54b58545c04,,0.024060965227990408,0.9569264012752103,0.9569264012752103,1.0,0.9522237587545106,,0.9503042596348884,0.2004331739543515
بالبر,1395,کابل  البرز,57dadc48cc10320c72fcb058,,,1.0,1.0,1.0,0.896518836432998,0.9910591656746516,0.9231508165225745,1.0
بالبر,1396,کابل  البرز,778421545c8d96dfbc39e8e7,,,1.0,1.0,1.0,0.8329925017041594,0.9906007603023538,0.9429347826086957,1.0
بالبر,1397,کابل  البرز,375ff732f2699b834202418c,,,,,1.0,1.0,0.999999958147957,0.9421422986708365,
بالبر,1398,کابل  البرز,e80e1c4785c0e5c67f4de798,,,,,,,0.9999999814866538,0.9258517034068137,
بالبر,1399,کابل  البرز,80acb50c14ce4b36265ba10f,0.0,,0.9709007136215804,0.9709007136215804,0.8333333333333334,0.43586005830903374,,0.9125874125874126,0.8198173366981713
بالبر,1400,کابل  البرز,f37c49c3b9653a64ae0c97dd,0.9999995232389592,0.0,0.9124041863907495,0.9124041863907495,0.8181818181818182,0.060003598416694746,,0.9094159713945172,0.6284851530045017
بالبر,1401,کابل  البرز,85d286ee7628f56c989f60da,,4.961152812771014e-10,0.9999999235828877,0.9999999235828877,0.9259259259259259,0.7657384987893442,,0.8531914893617021,0.6465365752420068
بترانس,1392,ایران  ترانسفو,38d9f361de4b89e8f05c0c6c,0.6511858867184849,,0.9898467501365195,0.9898467501365195,1.0,0.9102744546094192,,0.902330743618202,0.6982946134847378
بترانس,1393,ایران  ترانسفو,b9e9265b8fd062e30c740803,,,0.9989408965945031,0.9989408965945031,1.0,0.9522237587545106,,0.9399014778325123,0.3440031661728498
بترانس,1394,ایران  ترانسفو,b859ea9d8fe6c0b47645cfb8,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9148073022312373,0.1644427147373745
بترانس,1395,ایران  ترانسفو,186fb41e00380ed89816743a,,,1.0,1.0,1.0,0.896518836432998,,0.9317963496637849,1.0
بترانس,1396,ایران  ترانسفو,2dd2af3d2b315ce9695936fd,,,1.0,1.0,1.0,0.8329925017041594,,0.9556159420289855,1.0
بترانس,1397,ایران  ترانسفو,e98777ef1b76eccb4ad26f97,0.999999760106768,,,,1.0,1.0,,0.9452697419859265,
بترانس,1398,ایران  ترانسفو,2c3b11cd25647a93b5a3b995,0.9999998181504169,,0.6660587213472959,0.6660587213472959,0.7857142857142857,0.4975755699989719,,0.9238476953907816,0.6499994106066317
بترانس,1399,ایران  ترانسفو,fe69989a9386156a19e70f60,0.9999998688232065,,0.8366423521209124,0.8366423521209124,0.75,0.504157218442935,,0.9300699300699301,0.6946458398469841
بترانس,1400,ایران  ترانسفو,27c2bd1f180f151188d3cf6e,0.9999999760821207,,0.680890622939011,0.680890622939011,0.7272727272727273,0.17380352644837097,,0.9249106078665077,0.4791856167265778
بترانس,1401,ایران  ترانسفو,326337263f92f4247adb80db,,,0.6163213953930087,0.6163213953930087,0.8518518518518519,0.7796610169491517,,0.8808510638297873,0.39847435467603
برکت,1394,گروه دارویی برکت,47619a5b4f65d86cf308e6b3,,,1.0,1.0,0.5454545454545454,0.8324708926261227,,0.7423935091277891,0.1644427147373745
برکت,1395,گروه دارویی برکت,d02ac2d1d203b799e1c69f2f,,,1.0,1.0,0.6666666666666666,0.8497854077253144,,0.9289145052833814,1.0
برکت,1396,گروه دارویی برکت,321eafb7d38799376fd44297,,,1.0,1.0,0.6666666666666666,0.7895705521472348,,0.9347826086956522,1.0
برکت,1397,گروه دارویی برکت,865cd6f25e97740283e48596,,,1.0,1.0,0.8,0.7142418661755624,,0.9468334636434714,1.0
برکت,1398,گروه دارویی برکت,6569a8df88af50290cb9d42e,0.9999999615526372,,,,0.5,0.8801017318638765,,0.9138276553106213,
برکت,1399,گروه دارویی برکت,cdbb1d9d5f6a944fdd173aa2,0.9999976470899008,,,,0.4166666666666667,1.0,,0.9358974358974359,
برکت,1400,گروه دارویی برکت,56cc51251f1f498d72f2ad56,0.9999998103643686,,,,0.36363636363636365,1.0,,0.9201430274135876,
برکت,1401,گروه دارویی برکت,dc1bfdb9e97757f003352063,,,,,0.7407407407407407,1.0,,0.8702127659574468,
بسویچ,1392,پارس سویچ,fc6a8f8d775cab2aa1f4a760,0.6511858867184849,,0.9077035767244827,0.9077035767244827,1.0,0.9102744546094192,,0.9345172031076582,0.641695940349319
بسویچ,1393,پارس سویچ,51e8697a8ff591ee8f51aac5,,,0.7129894995994674,0.7129894995994674,1.0,0.9522237587545106,,0.9310344827586207,0.5337575869592465
بسویچ,1394,پارس سویچ,ab5a1e195ba41f5dd421c134,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9594320486815415,0.1644427147373745
بسویچ,1395,پارس سویچ,f935f8f114b56af0f0a62757,,,1.0,1.0,1.0,0.896518836432998,,0.9327569644572526,1.0
بسویچ,1396,پارس سویچ,73282e34d83782592e28dd04,,,1.0,1.0,1.0,0.8329925017041594,,0.9239130434782609,1.0
بسویچ,1397,پارس سویچ,dbce0bdff428b3bd82652b14,0.7624668207152194,,,,1.0,1.0,,0.9397967161845191,
بسویچ,1398,پارس سویچ,6514bb89bb2efe21d91c1b78,0.9999998945881703,,0.67096899255687,0.67096899255687,0.8571428571428571,0.4448865897333848,,0.9188376753507014,0.6527621438908613
بسویچ,1399,پارس سویچ,0d62d128e2bf87d1dd65fab9,0.9999995341480916,,0.6769303261271964,0.6769303261271964,0.8333333333333334,0.43586005830903374,,0.9055944055944056,0.5907714208548528
بسویچ,1400,پارس سویچ,396785f778f8d2f2fd1cedb0,0.9999999331672519,,0.9999989647822826,0.9999989647822826,0.8181818181818182,0.060003598416694746,,0.8605482717520858,0.6849736783385675
بسویچ,1401,پارس سویچ,72620ddda7923e41baeb4788,,,0.7391203608942369,0.7391203608942369,0.8888888888888888,0.7507846829880711,,0.7914893617021277,0.47786838334151793
بشهاب,1392,لامپ   پارس  شهاب,56f124c5d3f63b3eac3acf71,0.6511858867184849,,0.7952411283584427,0.7952411283584427,1.0,0.9102744546094192,,0.9145394006659268,0.5795656752147254
بشهاب,1393,لامپ   پارس  شهاب,5570866845728bc3a792c0d3,,2.2992504967916606e-10,0.8990224031989952,0.8990224031989952,1.0,0.9522237587545106,,0.9408866995073891,0.4103080558826321
بشهاب,1394,لامپ   پارس  شهاب,a9ae2ef3cf53c6550f46cd18,,,1.0,1.0,0.8181818181818182,0.878252120166735,,0.9350912778904665,0.1644427147373745
بشهاب,1395,لامپ   پارس  شهاب,6b5941a64d3459d29e5a4e4a,,,1.0,1.0,1.0,0.896518836432998,1.0,0.9289145052833814,1.0
بشهاب,1396,لامپ   پارس  شهاب,97b2cecf31f6579bd1ee2130,,,1.0,1.0,1.0,0.8329925017041594,1.0,0.9384057971014492,1.0
بشهاب,1397,لامپ   پارس  شهاب,2e45b71470effa40451fae2e,0.9999999875538007,,,,1.0,1.0,0.9999994656498524,0.9515246286161063,
بشهاب,1398,لامپ   پارس  شهاب,a119178316a2ec587bbdbff2,0.9999989393094681,1.911868929417247e-10,0.9513732705636126,0.9513732705636126,0.7857142857142857,0.4975755699989719,0.9773364014647842,0.9258517034068137,0.8105298513810452
بشهاب,1399,لامپ   پارس  شهاب,af6eb609a18a72dc00c21ba6,1.0,0.6385717896387177,0.7171772531999862,0.7171772531999862,0.75,0.504157218442935,0.6055210538780813,0.9289044289044289,0.6169474469862176
بشهاب,1400,لامپ   پارس  شهاب,6126370e2e27b3cd442b7be9,0.9999997294737306,0.07606002210844429,0.690457689113622,0.690457689113622,0.7272727272727273,0.17380352644837097,0.6191180135720238,0.9189511323003575,0.48535527055641653
بشهاب,1401,لامپ   پارس  شهاب,071ef4b916bcd47432cec909,,7.594440705198742e-10,0.3702487863017937,0.3702487863017937,0.8518518518518519,0.7796610169491517,0.8005739632801282,0.8680851063829788,0.23937940057575385
بموتو,1392,موتوژن,64ebb5d6fb1e44d402aca000,0.9659859217790098,,0.7071026677084099,0.7071026677084099,1.0,0.9102744546094192,,0.9822419533851277,0.53087328047939
بموتو,1393,موتوژن,5684f04f39f1d9aebfe3e145,0.707548045216801,,0.8405779515847757,0.8405779515847757,1.0,0.9522237587545106,,0.9842364532019704,0.2375095160949542
بموتو,1394,موتوژن,a1cc350ef9c34ca9352a5faa,,,0.9791003445331493,0.9791003445331493,1.0,0.9522237587545106,,0.9797160243407708,0.18190557412218042
بموتو,1395,موتوژن,9be9f83edf908ce56a35f14c,,,1.0,1.0,1.0,0.896518836432998,,0.9702209414024976,1.0
بموتو,1396,موتوژن,a4010d055b99a923853e9fe3,,,1.0,1.0,1.0,0.8329925017041594,,0.9882246376811594,1.0
بموتو,1397,موتوژن,fb4d1f2c3f0f298e0c53193c,,,,,1.0,1.0,,1.0,
بموتو,1398,موتوژن,43029b8e13c6b2f334071456,,,,,,,,0.9549098196392786,
بموتو,1399,موتوژن,0de5a99ce4b5854f03d1e64c,0.9999995193526363,,0.905793665348867,0.905793665348867,0.8333333333333334,0.43586005830903374,,0.9254079254079254,0.7396208656122906
